sentence1,sentence2,label
काला कुत्ता अपने मुंह में एक नीली और सफेद गेंद ले जा रहा है,काला कुत्ता अपने मुंह में एक नीला और सफेद खिलौना ले जा रहा है,P
गुरुवार को सीबीआई जांच में सहयोग करने वाले आईपीएस अफसर व एसआईटी टीम के प्रमुख सतीश वर्मा ने कहा है कि साल दो हज़ार चार  में गुजरात में हुआ ये एनकाउंटर इशरत जहां की पूर्व नियोजित हत्या थी।,इशरत एनकाउंटर मामले में ताजा विवाद के बीच कोर्ट द्वारा नियुक्त एसआईटी जांच टीम के सदस्य रहे आईपीएस अफसर सतीश वर्मा ने बुधवार को फिर कहा कि इशरत जहां का एनकाउंटर फर्जी था।,P
एक युवा आदमी एक गंदगी पहाड़ पर एक मोटोक्रॉस बाइक ले जा रहा है,एक युवा व्यक्ति एक मोटोक्रॉस बाइक को एक गंदगी की पहाड़ी पर धक्का दे रहा है,P
वॉर्न ने एक ऑस्ट्रेलियाई चैनल दस  को दिए इंटरव्यू में  कहा कि स्टीव वॉ को नपसंद  करने के कई कारण हैं.,पीपुल्स डेमोक्रेटिक पार्टी की अध्यक्ष महबूबा मुफ्ती ने सरकार बनाए जाने की दिशा में पार्टी के अगले कदम को लेकर अपने विधायकों की बैठक बुलाई है,NP
"लड़के मांगने लगेंगे आरक्षण:नरेंद्र मोदी,",लड़कियां ज्यादा मेडल पाती रहीं तो एक दिन लड़के रिजर्वेशन मांगेंगे:नरेंद्र मोदी,P
"श्रीश्री ने की थी आईएस से बातचीत की कोशिश, आतंकियों ने जवाब में भेज दी एक फोटो|",'इसलिए उससे आर्मी को निपटना चाहिए।'',NP
बांद्रा/वर्ली सी-लिंक का नाम लता मंगेशकर या जेआरडी टाटा लिंक रोड किया जाना चाहिए|,पृथ्वी-दो मिसाइल की विशेषताएं|,NP
आदमी एक पक्षी पिंजरे के बगल में लगातार खड़ा है,आदमी एक पक्षी पिंजरे के बगल में खड़ा है,P
भारतीय नेत्रहीन टीम ने पाकिस्तान को खिताबी मुकाबले में एकतालिस रन से हराकर ये खिताब अपने नाम किया है।,भारत ने चिर प्रतिद्वंद्वी पाकिस्तान को एकतालिस  रनों से हराकर टूर्नमेंट पर कब्जा किया।,P
एक आदमी घोड़े पर सवार है,एक आदमी मोटरसाइकिल चला रहा है,NP
"  साध्वी प्राची का कहना है कि भाजपा एक तरफ तो बेटी के सम्मान में मैदान में आंदोलन चला रही है, दूसरी तरफ ऐसे बयान दे रही है।  उन्‍होंने कहा कि महेश शर्मा का यह बयान भाजपाइयों की मानसिकता को दर्शाता है। ",साध्वी प्राची ने कहा अब महिलाओं का सम्मान पॉलिटिकल हो चुका है। ,NP
एक आदमी एक कैनो रो रहा है,एक आदमी एक नाव रो रहा है,P
वीडियो में कई ऐसी बातें बोली गई हैं जो सचिन और लता के प्रशंसकों को अपमानजनक लगी है।,"रितेश देशमुख ने ट्वीट किया, मैं स्तब्ध हूं, यह निरादर न तो कूल है और न ही मजाकिया।",NP
तीन पुरुष एक मैदान में कराटे का अभ्यास कर रहे हैं,तीन पुरुष बाहर कराटे का अभ्यास कर रहे हैं,P
सर्वे उत्तरदाताओं ने कामकाजी माता-पिताओं का समर्थन करने के लिए लचीले बाल-देखभाल विकल्पों के महत्व पर ज़ोर दिया।,सर्वे में लोगों ने कामकाजी माता-पिता के लिए लचीले चाइल्डकेयर विकल्पों की आवश्यकता बताई।,P
एक लेमूर किसी व्यक्ति की उंगली काट रहा है,एक जानवर किसी व्यक्ति की उंगली काट रहा है,P
कई बार तकनीक आपके खिलाफ भी चली जाती है,कांग्रेस के संगठन सचिव अनिल गुप्ता को भी पार्टी से बाहर का रास्ता दिखा दिया गया है।,NP
पानी ठंडा है।,पानी गर्म है।,NP
मिससौरी स्टेट कोर्ट ने कंपनी को  आदेश दिया है कि वह पीडि़त महिला को तीन सौ चौहत्तर करोड़ रुपए का जुर्माना दे। ,प्रधानमंत्री नरेंद्र मोदी ने मधोक के निधन पर दुख जताया|,NP
रविवार को सभी प्रकार के वाहनों को सड़कों पर चलाने की छूट होगी।,ओड्र-ईवन नियम से  रविवार को छूट रहेगी।,P
एक व्यक्ति तुरही बजाना बंद कर रहा है,एक आदमी गिटार खेल रहा है,NP
लोग एक दलदल मैदान पर रग्बी खेल रहे हैं,लोग मिट्टी से भरे मैदान पर रग्बी खेल रहे हैं,P
एक महिला अपनी पलक पर सौंदर्य प्रसाधन लगा रही है,एक महिला अपनी पलक पर कॉस्मेटिक लगा रही है,P
वहां से किसानों को इकट्ठा किया और ट्रैक्टर लेकर आए।,किसानों को वहां से इकट्ठा किया और ट्रैक्टर लेकर आए।,P
  लेकिन इस बार टेंडर की कीमत बढ़ाकर 637 करोड़ 23 लाख रुपए कर दी गई थी।,"होम मिनिस्टर की कल बीजेपी प्रेसीडेंट अमित शाह, फाइनेंस मिनिस्टर अरुण जेटली और पीएमओ में राज्य मंत्री जितेंद्र सिंह के साथ एक घंटे तक मीटिंग हुई थी।",NP
गोपाल राय ने यह भी कहा कि पन्द्रह  दिनों के ट्रायल के दौरान राजधानी में प्रदूषण का स्तर नीचे आया है,बैठक के बाद ट्रांसपोर्ट मंत्री गोपाल राय ने बताया कि पन्द्रह दिन ऑड-ईवन के ट्रायल के दौरान प्रदूषण घटा और दिल्ली जाम फ्री रही।,P
कोई बिच्छू नहीं है जो वृत्तों में घूमता है,एक बिच्छू सर्कल में घूम रहा है,NP
अगले महीने शादी करेंगे पेसर इरफान पठान,क्रिकेटर इरफान पठान अगले महीने करेंगे शादी,P
महिला पकाए गए अष्टपैलू को काट रही है,एक महिला एक ऑक्टोपस काट रही है,P
एक बिल्ली का बच्चा ताजा दूध पी रहा है,एक छोटी बिल्ली ताजा दूध पी रही है,P
कुत्ता कुछ पानी की बूंदों पर नहीं झपक रहा है,एक कुत्ता घास में पानी के साथ खेल रहा है,NP
"कुपवाड़ा में सेना के जवान पर छेड़छाड़ का आरोप, बवाल में दो की मौत|","कुपवाड़ा में सुरक्षा बलों और प्रदर्शनकारियों में झड़प, दो की मौत|",P
एक नवविवाहित जोड़ा इस द्वीप पर चल रहा है,दुल्हन और दुल्हन शादी के बाद जा रहे हैं,P
ये वेबसाइटें एक अमेरिकी डोमेन सर्विस प्रवाइडर से संचालित थीं|,वह एएमयू का पूर्व छात्र है।,NP
चिक्कू रॉबर्ट केरल के अंकामलाई की रहने वाली थी।,केरल के एक शहर से थी चिक्कू रॉबर्ट|,P
दो छोटे लड़के हरी घास पर फुटबॉल की गेंद के साथ बाहर खेल रहे हैं,हरी घास पर फुटबॉल की गेंद के साथ बाहर खेलने वाले कोई छोटे लड़के नहीं हैं,NP
नीली कवरल वाली लड़की पेंटिंग कर रही है,नीले कवरल में लड़की पेंटिंग कर रही है,P
एक महिला एक आलू छील रही है,कोई भी महिला एक आलू को छीलती नहीं है,NP
खेल के बीच में एक टेनिस खिलाड़ी एक रैकेट पकड़ रहा है,खेल के बीच में एक टेनिस खिलाड़ी एक रैकेट पकड़ रहा है,P
"यह तर्कसंगत लग रहा है, क्योंकि ऐसा महसूस नहीं होता है कि पृथ्वी चल रही है, है कि नहीं?","यह समझ में आता है, क्योंकि पृथ्वी नहीं लगता है जैसे कि यह चल रहा है, यह करता है?",NP
"नडेला ने कार्यक्रम में कहा कि, “एप्स की दुनिया में बड़े बदलाव आ रहे हैं।""",सत्य नडेला इस विषय पर बात कर रहे थे कि इनोवेशन को प्रोत्साहन देने में टेक्नॉलजी की क्या भूमिका है,NP
एक महिला एक मछली काट रही है,कोई महिला मछली काटती नहीं है,NP
एक जंगली हिरण एक बाड़ पर कूद रहा है,एक हिरण एक बाड़ पर कूद रहा है,P
मैंने हाल में इस्लामिक स्टेट ऑफ इराक एवं सीरिया (आईएसआईएस) के साथ बातचीत शुरू करने की कोशिश की थी।,इस तरह से आईएसआईएस के साथ उनकी शांति वार्ता के प्रयास का अंत हो गया।,NP
बैंकों के सात हजार करोड़ रुपये न लौटा पाने के कारण चौतरफा घिरे बिजनसमैन विजय माल्या के खिलाफ मंगलवार को सत्रह बैंकों ने सुप्रीम कोर्ट में एक अर्जी दायर करके उनके देश से बाहर जाने पर रोक लगाने की मांग की है।,उच्चतम न्यायालय ने आज सार्वजनिक क्षेत्र के सत्रह बैंकों के कंसोर्टियम द्वारा दायर याचिका पर सुनवाई करने पर सहमति जता दी जिसमें उद्योगपति विजय माल्या को भारत छोडऩे से रोकने के लिए निर्देश जारी करने की मांग की गई है।,P
डाउनहिल स्कीइंग एक खेल के रूप में कम से कम 17 वीं शताब्दी में शुरु हुई थी और 1861 में ऑस्ट्रेलिया में नॉर्वे के लोगों द्वारा पहला मनोरंजक स्की क्लब खोला गया था।,खेल के रूप में डाउनहिल स्कीइंग कम से कम 17वीं सदी में वापस जाती है और 1861 में ऑस्ट्रेलिया में नॉर्वे के लोगों द्वारा पहला रिक्रिएशनल स्की क्लब खोला गया था।,P
रोहित शर्मा और विराट कोहली की दो सौ सात रनों की साझेदारी जो ऑस्ट्रेलिया के खिलाफ दूसरे विकेट के लिये अब तक की सबसे बड़ी साझेदारी है।,रोहित और कोहली की यह साझेदारी दूसरे विकेट के लिए ऑस्ट्रेलिया के खिलाफ अब तक की सबसे बड़ी साझेदारी है।,P
अपने लंबे समय से गुमशुदा दोस्त को देखकर उसे अत्यधिक खुशी हुई।,बहुत समय से लापता मित्र को देखकर उसे अपार हर्ष की अनुभूति हुई।,P
उनका कहना है कि ज्यादातर संपत्तियों पर गांधी फैमिली का नाम क्यों है?,देश में कई जगहों का नाम गांधी फैमिली से जुड़े नेताओं के नाम पर रखे जाने को लेकर ऋषि कपूर भड़क गए हैं।,NP
करिश्मा कपूर और उनके पति संजय कपूर के बीच तलाक केस में शुक्रवार को समझौता हो गया।,बॉलिवुड ऐक्ट्रेस करिश्मा कपूर और संजय कपूर के बीच तलाक की सभी शर्तों पर समझौता हो गया है।,P
एक आदमी गिटार बजा रहा है,एक आदमी गिटार बजा रहा है,P
केंद्र सरकार उत्तराखंड में राष्ट्रपति शासन हटाने के फैसले के खिलाफ आज जाएगी सुप्रीम कोर्ट|,केन्द्र ने उत्तराखंड में राष्ट्रपति शासन हटाने के आदेश को उच्चतम न्यायालय में चुनौती दी है|,P
जब हम पहुँचे तब टीम ने पहले ही प्रारम्भिक सर्वे पूरा कर लिया था।,जब हम पहुँचे तब टीम अभी सर्वे कर रही थी और अभी पूरा नहीं हुआ था।,NP
मौत से पहले प्रत्यूषा ने आखिरी बार उससे की 3 मिनट बात|,मौत से पहले प्रत्यूषा ने आखिरी बार ब्वॉयफ्रेंड  राहुल से की थी बात|,P
हाईकोर्ट ने राज्य में करीब एक महीने से जारी प्रेसिडेंट रूल को गुरुवार को खत्म कर दिया,उत्तराखंड हाईकोर्ट ने  राज्य से राष्ट्रपति शासन हटा  दिया,P
उसके बाद वह दो दिनों की यात्रा पर सउदी अरब जाएंगे,दो अप्रैल को सऊदी अरब के दौरे पर जाएंगे पीएम,P
मार्टिन लूथर से की अंबेडकर की तुलना|,उन्होंने कहा कि हम बाबा साहेब को दलितों का मसीहा बता कर अन्याय करते हैं।,NP
पीली मिट्टी की बाइक पर एक आदमी कूद रहा है,पीले रंग की बाइक पर सवार एक साइकिल चालक हवा में है,P
सऊदी अरब के कहने पर ओसामा को एबटाबाद में आलीशान कोठी में रखा गया।,सऊदी अरब के कहने पर उसने एबटाबाद के परिसर में रखा।,P
राष्ट्रीय सुरक्षा सलाहकार अजीत डोभाल के गुरुवार दोपहर तक पेरिस से वापसी का इंतजार करने का फैसला किया गया|,जकार्ता में  संयुक्त राष्ट्र कार्यालय के पास यह छ्ह  धमाके हुए हैं।,NP
  कीरोन पोलार्ड (13 रन) के रूप में वेस्ट इंडीज को पांचवां झटका लगा। उन्हें आर. अश्विन ने lbw कर दिया।,  जसप्रीत बुमराह ने 13वें ओवर में आंद्रे फ्लेचर (3 रन) को बोल्ड किया।,NP
सत्रह् पेजों में सिर्फ पूर्व वायुसेना प्रमुख त्यागी का जिक्र है।,सोमवार को यह मुद्दा लोकसभा में मीनाक्षी लेखी ने शून्यकाल में उठाया था,NP
जेएनयू कैंपस से अगवा कर किशोरी से सामूहिक दुष्कर्म|,टी -ट्वेंटी फॉर्मेट ने क्रिकेट में काफी बदलाव लाया: तेंडुलकर,NP
"प्रदर्शन चालू होने के पाँच मिनट में हवा शुरू हो जाती है, लगभग एक मिनट बाद, हवा 70 किमी/घंटा तक पहुँच रही है... फिर बारिश आती है, लेकिन इतनी तेज़ और इतनी बड़ी बूँदें कि यह आपकी त्वचा को सुई की तरह चुभती है, फिर आकाश से ओले गिरते हैं, लोग घबराते हैं, चिल्लाते हैं और अफरातफरी मच जाती है।","प्रदर्शन के पांचमिनट बाद हवा का बहाव शुरू हो जाता है, लगभग एक मिनट बाद हवा 70 किमी/घंटा तक पहुंच रही है... फिर बारिश आती है, लेकिन इतनी तेज और इतनी बड़ी कि यह आपकी त्वचा को सुई की तरह थप्पड़ मारती है, फिर आसमान से ओले गिरते हैं, लोग घबराते हैं और चिल्लाते हैं और एक-दूसरे के ऊपर दौड़ते हैं।",P
एक आदमी एक वायलिन खेल रहा है,एक आदमी वायलिन खेल रहा है,P
मोदी चौथा न्यूक्लियर सिक्युरिटी समिट में हिस्सा लेने के लिए इक्त्तीस मार्च को वॉशिंगटन डीसी पहुंचेंगे।,ऐसे में लगता है कि कुलभूषण का ईरान से  अपहरण किया गया है।,NP
टेस्ट के बाद इसको पूरी तरह से तैयार करने में दस  से पन्द्रह  साल लग जाएंगे।,फाइनल वर्जन बनाने में दस  से पन्द्रह  साल लगेंगे,P
एक छोटी लकड़ी की कैबिनेट पर बैठी एक सफेद बिल्ली खिड़की से बाहर देख रही है,मेज पर बैठी हुई बिल्ली खिड़की से बाहर उत्सुकता से देख रही है,P
एक समाचार पत्र के स्टिंग ऑपरेशन में यह दावा किया गया है कि भारत और इंग्लैंड के बीच दो हज़ार चौदह  में मैनचेस्टर में खेला गया टेस्ट मैच फिक्स था।,आइएसआइ के मेजर अलीम मेजर अब्दुल रहमान और मेजर इकबाल  आतंकियों की मदद के लिए सक्रिय भूमिका अदा कर रहे थे।,NP
"एक महिला द्वारा पहने जाने वाले काले, लाल, सफेद और गुलाबी कपड़े नहीं हैं","एक महिला एक कोट उतार रही है, जो बहुत बड़ा है, और एक असाधारण पोशाक का खुलासा",NP
कंगना - ऋतिक की हेट स्टोरी में नया मोड़: ईमेल के बाद अब लीक हुई निजी तस्वीरें|,विवाद के बीच लीक हुई कंगना और रितिक की आपतिजनक फोटो|,P
सायन्यूरिक एसिड और मेलामाइन दोनों ही पालतू जानवरों के मूत्र के नमूनों में पाए गए जो दूषित पालतू भोजन के सेवन के बाद मर गए.,"पालतू जानवरों के मूत्र के नमूनों में सायन्यूरिक एसिड और मेलामाइन दोनों पाए गए, जो दूषित पालतू भोजन खाने के बाद मर गए।",P
बिल्ली एक तरबूज के साथ भावुकता से खेल रही है,एक बिल्ली एक तरबूज के साथ खेल रही है,P
माल्या पर बैंकों का 9400 करोड़ रुपए बकाया है।,9400 करोड़ रुपए बकाया है माल्या पर बैंको का।,P
.हेडली ने कहा कि कश्मीर जाकर वो भारतीय फौज के साथ लड़ना चाहता था।,मैं भारतीय सैनिकों से लड़ने के लिए कश्मीर जाना चाहता था: हेडली,P
छोटे लड़के बाहर खेल रहे हैं और आदमी पास में मुस्कुरा रहा है,न कोई लड़का बाहर खेलता है और न कोई मुस्कुराता है,NP
मंगलवार को सुप्रीम कोर्ट ने केंद्र सरकार से कहा था कि वह सुप्रीम कोर्ट की निगरानी में राज्य विधानसभा में शक्ति परीक्षण कराने पर विचार करे|,सुप्रीम कोर्ट भी केंद्र के इस जवाब से संतुष्ट दिखा और जवाब देने के लिए छह  मई तक का समय दे दिया|,NP
सानिया-हिंगिस का विजयरथ एक्तालिस जीत के बाद थमा,"रिपोर्ट के मुताबिक, कहा जा रहा है कि मोम के पुतले के लिए पीएम नरेंद्र मोदी का मेजरमेंट लेने जो टीम भारत आई थी, उसी टीम ने कपिल शर्मा का भी मेजरमेंट लिया है।",NP
सैमूर हर्श ने दावा किया है कि ओसामा बिन लादेन वर्षों से पाकिस्तान की हिरासत में था,पाक  ने लादेन को मरवाने के लिए अमेरिका के साथ करार किया : मशहूर अमेरिकी खोजी पत्रकार सेमूर हर्ष ने नए सबूत के आधार फिर से यह दावा किया है,NP
नारंगी शॉर्ट्स में एक लड़का पानी के ऊपर एक चट्टान की चट्टान पर खड़ा है और काला शॉर्ट्स में दूसरा लड़का पानी में डूब रहा है,दो पुरुष चट्टान के किनारे पर खड़े हैं और एक पानी में कूद रहा है,P
उत्तरी कोलकाता में एक निर्माणाधीन फ्लाईओवर का हिस्सा गिर गया और  यह दुर्घटना नॉर्थ कोलकाता के बड़ा बाजार इलाके में गणेश सिनेमा के नजदीक की है,उत्तरी कोलकाता के गिरीश पार्क क्षेत्र में गणेश टाकिज के पास एक निर्माणाधीन ब्रिज का एक हिस्सा अचाननक गिर गया।,P
लगता है कि मुझे न्याय नहीं मिलेगा : माल्या,"राज्यसभा से इस्तीफा देने पर बोले माल्या, लगता है कि मुझे न्याय नहीं मिलेगा",P
एक सफेद कुत्ता क्रिसमस रेन हेडबैंड पहन रहा है और घास में भूरे रंग के कोट वाले कुत्ता के साथ खेल रहा है,रेन के कान पहने हुए सफेद कुत्ता एक भूरे रंग के कुत्ते के पास है,P
"माल्या ने कहा कि उनके तीनों बच्चे सिद्धार्थ, लियाना और तान्या अमेरिकी नागरिक हैं|",माल्या  ने सुप्रीम कोर्ट में ये भी कहा कि उनका पूरा परिवार एनआरआई है|,P
"भारत ने रचा इतिहास, इसरो ने लॉन्च किया देश का पहला 'मेड इन इंडिया' स्पेस शटल|",गोधरा में ट्रेन जलाने की साजिश का मास्टरमाइंड चौदह  साल बाद अरेस्ट|,NP
आदमी एक ध्वनिक गिटार नहीं खेल रहा है,आदमी एक ध्वनिक गिटार खेल रहा है,NP
कोई आदमी नहीं है जो स्याम की टोपी पहनकर सिगरेट पी रहा हो,एक आदमी पारा टोपी पहन रहा है और एक सिगरेट धूम्रपान कर रहा है,NP
एक आदमी कार से उतर रहा है,एक आदमी एक कार में चढ़ रहा है,NP
एक आदमी पियानो खेल रहा है,एक आदमी द्वारा पियानो बजाया जा रहा है,P
कुछ लोग चल रहे हैं,कुछ लोग खड़े हैं,NP
उन्हें लगा कि वो मांझी को ऐसे नहीं छोड़ा जा सकता और उसकी मदद के लिए उन्हें कुछ करना चाहिए।,उन्होंने सोचा के मांझी को ऐसे नहीं छोड़ा जा सकता और उसकी मदद के लिए उन्हें कुछ उपाय करना चाहिए।,P
"अंतिम ओवर में रोमांच के चरम पर पहुंचा मैच, रैना-युवराज के ब्लास्ट से मिली जीत",जर्मनी की एंजलिक कर्बर ने धमाकेदार प्रदर्शन कर शीर्ष वरीयता प्राप्त सेरेना विलियम्स को कड़े संघर्ष में हराकर ऑस्ट्रेलियन ओपन टेनिस चैंपिय‍नशिप में महिला एकल खिताब हासिल किया।,NP
"बता दें कि यह घटना तब हुई है, जब भारत पीओके में रहने वालों पर पाकिस्तान के अत्याचार को लेकर उसकी घेराबंदी में जुटा है।",यह घटना तब हुई जब भारत पीओके में रहने वालों पर पाकिस्तान सर्कार के अत्याचार को लेकर उसकी घेराबंदी में जुटा हुआ था।,P
वहाँ कोई आदमी नहीं है जो जोर से गिटार बजाता है,एक आदमी जोर से गिटार बजा रहा है,NP
प्रधानमंत्री ने ट्विटर पर कहा अंतरराष्ट्रीय महिला दिवस पर सभी महिलाओं की योग्यता को सलाम करता हूं तथा हमारे समाज में उनकी अपरिहार्य भूमिका के प्रति आभार व्यक्त करता हूं.',अंतरराष्ट्रीय महिला दिवस  पीएम  मोदी  ट्वीट पर मोदी ने   महिलाओं के अहम योगदान के लिए  'शुक्रिय  कहा  साथ -साथ  समाजिक कल्याण के लिये महिलाओं की अपरिहार्य भूमिका  पर आभार व्यक्त किया,P
    4 से 5 सितंबर को चीन में जी 20 समिट होनी है।  अफसरों की मानें तो मोदी इस दौरान वियतनाम को फौजी ताकत बढ़ाने में मदद का प्रपोजल भी दे सकते हैं। ,चीन के एक थिंक टैंक ने भारत को वॉर्निंग दी है। उसने कहा कि यदि भारत बलूचिस्तान में 46 अरब डॉलर की लागत से बन रहे चीन पाकिस्तान इकोनॉमिक कॉरिडोर को बनने से रोकेगा तो चीन कार्रवाई से गुरेज नहीं करेगा।,NP
ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बनाने का विकल्प चुन सकते हैं.,इन जोड़ों को अपने बच्चे के लिए एक गोद लेने की योजना बनाने के लिए चुन सकते हैं ।,NP
अनुष्का को बुरा कहने वालों पर भड़के विराट कोहली,प्लेन हाइजैक करने वाले कथित आतंकवादी का नाम इब्राहिम समाहा बताया जा रहा है।,NP
प्रवर्तन निदेशालय ने माल्या के पासपोर्ट को रद करने की मांग की,उन्होंने ट्वीट किया कि  मीडिया ट्रायल नहीं होना चाहिए,NP
एक बिल्ली एक छोटी बोतल के साथ खेल रही है,एक जानवर एक छोटी बोतल के साथ खेल रहा है,P
पुरुषों को दृढ़ता से नकारें और अपनी बात पर बेहिचक अड़ी रहें (सांस्कृतिक अंतरों के होने या नहीं होने से यह सही नहीं हो जाता!).,"पुरुषों को ठुकराने में दृढ़ रहें, और अपनी जमीन पर खड़े होने से डरो मत (सांस्कृतिक मतभेद या नहीं, यह ठीक नहीं है!)",P
राहुल एक झूठा आदमी है।',"वकील निलेश ने कहा,' राहुल एक ड्रग माफिया है और वो एक दिन में करीब दो बार ड्रग का सेवन करता है|",NP
इन दिशा निर्देशों में इस बात का जिक्र भी है कि माहवारी की उम्र आने से पहले भी क्या लड़कियों के साथ सेक्स किया जा सकता है?,इस्लामिक स्टेट के कथित कानूनी जानकार इसका जवाब हां में देते हैं |,NP
एक बिल्ली द्वारा कुछ पानी का उपयोग किया जा रहा है,एक बिल्ली पानी पी रही है,P
एक महिला एक सब्जी ब्रश के साथ एक zucchini स्क्रब कर रही है,व्यक्ति एक सुकीनी को स्क्रब कर रहा है,P
अगले महीने शादी करेंगे पेसर इरफान पठान,मेरे पास विकेट लेने का लाइसेंस: अश्विन,NP
भारत को पहला झटका तीसरे ओवर में अजिंक्य रहाणे के रूप में लगा। ,  इसके थोड़ी ही देर बाद पांचवें ओवर में विराट कोहली (16) भी आउट हो गए।,NP
माल्या ने अपने परिवार की भारत और विदेश में कुल संपत्ति की जानकारी को एक बंद लिफाफे में सुप्रीम कोर्ट को सौंप दिया है।,अमरीका के न्यूयार्क में स्थित ट्रंप प्लाजा में माल्या के तीन लग्जरी फ्लैट होते  हैं|,NP
उनके अंतर्गत अधिक मध्यम आकार की बिल्लियाँ होती हैं जो खरगोशों से लेकर मृगों और हिरणों तक के मध्यम आकार के शिकार खाती हैं.,उनके नीचे मध्यम आकार की बिल्लियां होती हैं जो मध्यम आकार के शिकार खाती हैं जैसे खरगोश से लेकर एंटीलॉप और हिरण।,P
आखिरकार दीपिका पादुकोण ने कबूला रणवीर सिंह हैं उनके 'ब्‍वॉयफ्रेंड',पहली बार दीपिका ने रणवीर सिंह को कहा 'बॉयफ्रेंड',P
"    इस बंदूक से सैकड़ों छर्रे निकलते हैं, जिनसे शरीर पर कई तरह की चोटें आ सकती हैं।  पैलेट के छर्रे आंख में घुस जाते हैं और आंख के टिश्यू को धीरे धीरे खराब करने लगते हैं।",सीआरपीएफ के स्पेशल डीजी ने बताया कि अभी तक हमारे दो हजार जवान घायल हो चुके हैं। इस समय राज्य में सभी तरह के करीब पचास हजार जवान हैं। अब 77 कंपनियां भेजी जा रही हैं। एक कंपनी में 100 जवान होते हैं।,NP
पठानकोट एयरबेस के आसपास रहने वाले लोग महज 20 रुपये की रिश्वत देकर इसके अंदर अपने मवेशियों को चरात हैं  इतना ही नहीं वे यहां मौजूद सीएसडी की कैंटीन से खरीदारी भी कर लेते थे।,पठानकोट के कई लोगों के लिए बीस रूपये देकर एयरबेस में अपने पशुओं को चराने के लिए या सीएसडी कैंटीन से सामान खरीदने के लिए घुसना सामान्य बात है।,P
आदमी कागज की प्लेट नहीं काट रहा है,आदमी एक पेपर प्लेट काट रहा है,NP
यह दुर्घटना तब हुई जब आईएनएस निरीक्षक विझिंजम कोस्ट से चालिस  नॉटिकल मीट दूर था।,यह हादसा त्रिवेन्द्रमपुरम के पास विझिन्जम कोस्ट से चालिस नॉटिकल माइल्स की दूरी पर हुआ।,P
गालों पर काले और नारंगी धब्बे वाली कोई लड़की नहीं है,एक लड़की के गालों पर काले और नारंगी पैच हैं,NP
एक सफेद कार आदमी द्वारा चलाया जा रहा है,साक्षात्कारकर्ता आदमी को एक ब्रेक दे रहा है,NP
कपड़े पहने हुए पुरुष सड़कों पर घूम रहे हैं,कपड़े पहने हुए लोग सड़कों पर घूम रहे हैं,P
एक टॉपलेस महिला को एक भूरे रंग की पदार्थ से चिपकाया जा रहा है और एक धुंधली भीड़ पृष्ठभूमि में है,एक टॉपलेस महिला को ब्राउन पदार्थ के साथ मसाला दिया जा रहा है और कोई भी पृष्ठभूमि में नहीं है,NP
