word,antonym,word_hi,antonym_hi
settled,unsettled,तय किया हुआ,अस्थिर
sexual,asexual,यौन,क्षुद्र
sexual,nonsexual,यौन,अव्यवस्थित
sexy,anaphrodisiac,सेक्सी,अनैतिकता
sexy,unsexy,सेक्सी,अनियंत्रित
shaded,unshaded,छायांकित,बेदाग़
shallow,deep,उथला,गहरा
shallowness,deepness,क्षुद्रता,गहराई
shallowness,profoundness,क्षुद्रता,गहराई
shallowness,profundity,क्षुद्रता,गहराई
shame,honor,शर्म करो,सम्मान
shame,honour,शर्म करो,सम्मान
shame,reward,शर्म करो,इनाम
shamelessly,ashamedly,बेशर्म,अशुद्धि से
shape up,regress,आकार,निकासी
shape up,retrograde,आकार,पतित
shape up,retrogress,आकार,पतन में होना
shapely,unshapely,सुडौल,बेढब
shared,unshared,साझा,अविभाजित
sharp,dull,तीखा,उदासीन
sharp,flat,तीखा,समतल
sharp,natural,तीखा,प्राकृतिक
sharpen,blear,पैना,नासाफ
sharpen,blunt,पैना,कुंद
sharpen,blur,पैना,कलंक
sharpen,drop,पैना,बूँद
sharpen,dull,पैना,उदासीन
sharpen,flatten,पैना,समतल
sharpen,soften,पैना,नरम
sharpness,bluntness,कुशाग्रता,मंदबुद्धि
sharpness,blurriness,कुशाग्रता,धुंधलेपन
sharpness,dullness,कुशाग्रता,मंदता
sharpness,fogginess,कुशाग्रता,कुहरापन
sharpness,fuzziness,कुशाग्रता,फिजूलपन
sharpness,indistinctness,कुशाग्रता,अस्पष्टता
sharpness,softness,कुशाग्रता,मृदुता
shaved,unshaved,मुंडा,अचूक
shaved,unshaven,मुंडा,मुंडा नहीं
shaven,unshaved,मुंडा,अचूक
shaven,unshaven,मुंडा,मुंडा नहीं
sheared,unsheared,कतरनी,अचूक
sheared,unshorn,कतरनी,अविभाजित
sheathe,unsheathe,म्यान,म्यान से निकालना
sheathed,bare,लिपटा,नंगा
sheathed,unsheathed,लिपटा,अचूक
shed,lasting,ओसारा,तक चलने वाले
shed,persistent,ओसारा,ज़िद्दी
shell-less,shelled,खोल-रहित,खोलीदार
shelled,shell-less,खोलीदार,खोल-रहित
shelled,unshelled,खोलीदार,अचूक
shew,confute,तड़क-भड़क,कन्फ्यूट
shew,disprove,तड़क-भड़क,असत्य सिद्ध करना
shiny,unglazed,चमकदार,अनियंत्रित
ship,debark,जहाज,असमतल
ship,disembark,जहाज,खिसकना
ship,set down,जहाज,निर्धारित करना
shockable,broad-minded,झटका देने योग्य,ब्रॉड दिमाग
shockable,unshockable,झटका देने योग्य,अचूक
shod,discalceate,धीमे दौड़ो,विघटित करना
shod,discalced,धीमे दौड़ो,डिस्पल किया हुआ
shod,unshod,धीमे दौड़ो,बिना जूतें
shod,unshoed,धीमे दौड़ो,अचूक
shodden,unshod,झोंपड़ी,बिना जूतें
shodden,unshoed,झोंपड़ी,अचूक
shoed,unshod,शूड,बिना जूतें
shoed,unshoed,शूड,अचूक
shop,boycott,दुकान,बहिष्कार
shop at,boycott,से खरीददारी की,बहिष्कार
shoreward,offshore,किनारे की ओर,अपतटीय
shoreward,seaward,किनारे की ओर,समुद्र की ओर
shorn,unsheared,छीना,अचूक
shorn,unshorn,छीना,अविभाजित
short,long,छोटा,लंबा
short,recollective,छोटा,याद करने वाला
short,retentive,छोटा,धारणा शक्तिवाला
short,tall,छोटा,लंबा
short,tenacious,छोटा,दृढ़
short-spurred,long-spurred,कमज़ोर,लम्बी
shorten,dilate,इस प्रकार छोटा,चौड़ा करना
shorten,elaborate,इस प्रकार छोटा,विस्तार में बताना
shorten,enlarge,इस प्रकार छोटा,बड़े आकार में
shorten,expand,इस प्रकार छोटा,बढ़ाना
shorten,expatiate,इस प्रकार छोटा,लंबी-चौड़ी बातें बढ़ाना
shorten,exposit,इस प्रकार छोटा,अनावृत
shorten,expound,इस प्रकार छोटा,व्याख्या करना
shorten,flesh out,इस प्रकार छोटा,मांस बाहर
shorten,lengthen,इस प्रकार छोटा,लंबा
shorten,lucubrate,इस प्रकार छोटा,बीतना
shortness,longness,तकलीफ,लम्बीपन
shortness,tallness,तकलीफ,दीर्घता
shortsighted,farsighted,अदूरदर्शा,दूरंदेश
shortsighted,presbyopic,अदूरदर्शा,जराक्षिदोषात्मक
shortsightedness,farsightedness,कमज़ोरता,दूरदर्शिता
shortsightedness,hypermetropia,कमज़ोरता,hypermetropia
shortsightedness,hypermetropy,कमज़ोरता,अतिवृद्धि
shortsightedness,hyperopia,कमज़ोरता,पास का साफ़-साफ़ न दिखना
shortsightedness,longsightedness,कमज़ोरता,दूरी की देखना
shortsightedness,providence,कमज़ोरता,मितव्ययिती
shout,whisper,चिल्लाना,फुसफुसाना
show,conceal,दिखाओ,छिपाना
show,confute,दिखाओ,कन्फ्यूट
show,disprove,दिखाओ,असत्य सिद्ध करना
show,hide,दिखाओ,छिपाना
showtime,end,शो टाइम,अंत
showtime,ending,शो टाइम,समाप्ति
showtime,middle,शो टाइम,मध्य
shrink,expand,सिकुड़ना,बढ़ाना
shrink,spread out,सिकुड़ना,छितराया हुआ
shrink,stretch,सिकुड़ना,खींचना
shrinkable,unshrinkable,संकुचित करने योग्य,अयोग्य
shut,admit,बंद,स्वीकार करते हैं
shut,include,बंद,शामिल करना
shut,let in,बंद,भीतर आएं
shut,open,बंद,खुला
shut,open up,बंद,खुलना
shut,opened,बंद,खोला हुआ
shut,unfastened,बंद,अनपेक्षित
shut down,open,शट डाउन,खुला
shut down,open up,शट डाउन,खुलना
shut one's mouth,babble,मुँह करना,प्रलाप
shut one's mouth,babble out,मुँह करना,बेदखल करना
shut one's mouth,blab,मुँह करना,गप्पी
shut one's mouth,blab out,मुँह करना,बाहर निकलना
shut one's mouth,let the cat out of the bag,मुँह करना,थैली से बिल्ली को बाहर जाने दो
shut one's mouth,peach,मुँह करना,आड़ू
shut one's mouth,sing,मुँह करना,गाओ
shut one's mouth,spill the beans,मुँह करना,भेद खोलना
shut one's mouth,talk,मुँह करना,बात करना
shut one's mouth,tattle,मुँह करना,गपशप
shut out,admit,निकाल देना,स्वीकार करते हैं
shut out,include,निकाल देना,शामिल करना
shut out,let in,निकाल देना,भीतर आएं
shut up,louden,चुप रहो,विश्राम कक्ष
shut up,open up,चुप रहो,खुलना
shuttered,unshuttered,बंद,अचूक
shutting,opening,बंद,उद्घाटन
shy,confident,शर्मीला,आत्मविश्वासी
sick,keep down,बीमार,नीचे रखें
sick,well,बीमार,कुंआ
sickness,health,रोग,स्वास्थ्य
sickness,wellness,रोग,कल्याण
side,bottom,ओर,तल
side,top,ओर,शीर्ष
sidereal,civil,तारे के समान,नागरिक
sighted,blind,देखे,अंधा
sighted,unsighted,देखे,बड़ा बदसूरत
sign in,check out,दाखिल करना,चेक आउट
signed,unsigned,पर हस्ताक्षर किए,अहस्ताक्षरित
significance,insignificance,महत्व,निरर्थकता
significant,insignificant,महत्वपूर्ण,तुच्छ
significant,nonsignificant,महत्वपूर्ण,निरर्थक
significant,unimportant,महत्वपूर्ण,बेकार
significantly,insignificantly,काफी,निरर्थकता से
silence,louden,मौन,विश्राम कक्ष
silence,sound,मौन,आवाज़
silenced,unsilenced,खामोश,असंबद्ध
similar,different,समान,अलग
similar,dissimilar,समान,भिन्न
similar,unalike,समान,अनलिक
similar,unlike,समान,भिन्न
similarity,dissimilarity,समानता,विषमता
similarity,unsimilarity,समानता,असमानता
similitude,dissimilitude,समानता,विभिन्नता
similitude,unlikeness,समानता,अनैतिकता
simple,complex,सरल,जटिल
simple,compound,सरल,मिश्रण
simpleness,complexity,सादगी,जटिलता
simpleness,complexness,सादगी,जटिलता
simpleness,difficultness,सादगी,कठिनाई
simpleness,difficulty,सादगी,कठिनाई
simplicity,complexity,सादगी,जटिलता
simplicity,complexness,सादगी,जटिलता
simplicity,difficultness,सादगी,कठिनाई
simplicity,difficulty,सादगी,कठिनाई
simplify,complicate,आसान बनाने में,जटिल
simplify,perplex,आसान बनाने में,हक्का-बक्का करना
simultaneous operation,consecutive operation,एक साथ प्रचालन,लगातार प्रचालन
simultaneous operation,sequential operation,एक साथ प्रचालन,अनुक्रमिक प्रचालन
simultaneous operation,serial operation,एक साथ प्रचालन,धारावाहिक प्रचालन
sincere,insincere,ईमानदार,निष्ठाहीन
sincerely,insincerely,ईमानदारी से,असंगति से
sincerity,falseness,ईमानदारी,असत्यता
sincerity,frivolity,ईमानदारी,निरर्थक व्यापार
sincerity,frivolousness,ईमानदारी,तुच्छता
sincerity,hollowness,ईमानदारी,खोखलेपन
sincerity,insincerity,ईमानदारी,निष्ठाहीनता
sing,keep one's mouth shut,गाओ,मुंह बंद रखना
sing,keep quiet,गाओ,चुप रहो
sing,shut one's mouth,गाओ,मुँह करना
single,common,अकेला,सामान्य
single,double,अकेला,दोहरा
single,married,अकेला,विवाहित
single,multiple,अकेला,एकाधिक
single-barreled,double-barreled,एकल बैरल,दोनली
single-barreled,double-barrelled,एकल बैरल,दोनली
single-barrelled,double-barreled,सिंगल-बैरेल,दोनली
single-barrelled,double-barrelled,सिंगल-बैरेल,दोनली
single-breasted,double-breasted,छाती पर एकहरे बदन का,डब्ल-ब्रेस्टिड
single-lane,multilane,एकल लेन,एकाधिक - लेन
singly,multiply,अकेले,गुणा
singular,plural,एकवचन,बहुवचन
singular,plural form,एकवचन,बहुवचन रूप
singular form,plural,एकवचन रूप,बहुवचन
singular form,plural form,एकवचन रूप,बहुवचन रूप
singular matrix,nonsingular matrix,एकवचन मैट्रिक्स,निरर्थक मैट्रिक्स
sinistral,dextral,सिनिस्ट्रल,दक्षिणावर्त
sink,float,डूबना,तैरना
sink,source,डूबना,स्रोत
sink,swim,डूबना,तैरना
sinkable,unsinkable,जस्ता का,अयोग्य
sis,blood brother,आई,खून का भाई
sis,brother,आई,भाई
sister,blood brother,बहन,खून का भाई
sister,brother,बहन,भाई
sisterlike,brotherlike,बहन के समान,भाई की तरह
sisterlike,brotherly,बहन के समान,भाई
sisterlike,fraternal,बहन के समान,भाईचारे का
sisterly,brotherlike,प्रेमपूर्ण,भाई की तरह
sisterly,brotherly,प्रेमपूर्ण,भाई
sisterly,fraternal,प्रेमपूर्ण,भाईचारे का
sit,arise,बैठना,उठना
sit,get up,बैठना,उठना
sit,lie,बैठना,झूठ
sit,rise,बैठना,उठना
sit,stand,बैठना,खड़ा होना
sit,stand up,बैठना,खड़े हो जाना
sit,uprise,बैठना,असुरक्षित
sit down,arise,बैठना,उठना
sit down,get up,बैठना,उठना
sit down,lie,बैठना,झूठ
sit down,rise,बैठना,उठना
sit down,stand,बैठना,खड़ा होना
sit down,stand up,बैठना,खड़े हो जाना
sit down,uprise,बैठना,असुरक्षित
sitter,stander,घर में रहनेवाला,स्टैंडर
sitting,standing,बैठक,खरा
sitting trot,rising trot,बैठना,उगते हुए ट्रॉट
sized,unsized,आकार,अनवधि
skew,adjust,तिरछा करना,समायोजित करना
skew,align,तिरछा करना,संरेखित
skew,aline,तिरछा करना,पंक्ति में करना
skew,line up,तिरछा करना,पंक्ति बनायें
skilled,unskilled,कुशल,अकुशल
skillfulness,unskillfulness,कुशलता,अकुशल
skim milk,whole milk,स्किम दूध,वसायुक्त दूध
skimmed milk,whole milk,चटपटा दूध,वसायुक्त दूध
skin and bones,butterball,त्वचा और हड्डियां,बटरबॉल
skin and bones,fat person,त्वचा और हड्डियां,मोटा
skin and bones,fatso,त्वचा और हड्डियां,हमेशा के लिए
skin and bones,fatty,त्वचा और हड्डियां,वसायुक्त
skin and bones,roly-poly,त्वचा और हड्डियां,रोली पाली
skinless,skinned,स्किनलेस,चमड़ी
skinned,skinless,चमड़ी,स्किनलेस
slave state,free state,दास राज्य,मुक्त अवस्था
sleep,wake,नींद,जागो
sleep in,live out,में सोना,जिंदा रहना
sleep in,sleep out,में सोना,सोचना
sleep out,live in,सोचना,में रहते हैं
sleep out,sleep in,सोचना,में सोना
sleepiness,sleeplessness,तंद्रा,उन्निद्रता
sleepiness,wakefulness,तंद्रा,जागृत होना
sleeping,waking,सोना,जागने
sleeplessness,drowsiness,उन्निद्रता,तंद्रा
sleeplessness,sleepiness,उन्निद्रता,तंद्रा
sleeplessness,somnolence,उन्निद्रता,तन्द्रा
sleeved,sleeveless,बाजू,बिना आस्तीन
sleeveless,sleeved,बिना आस्तीन,बाजू
slenderize,gain,पतला हो जाना,पाना
slenderize,put on,पतला हो जाना,लगाओ
slenderly,amply,फुहार से,जिसकी पर्याप्त
slenderly,fully,फुहार से,पूरी तरह
slenderly,richly,फुहार से,बड़े पैमाने पर
slenderness,thickness,कमजोरी,मोटाई
slight,much,थोड़ा,अधिकता
slim,gain,छरहरा,पाना
slim,put on,छरहरा,लगाओ
slim down,gain,स्लिम नीचे,पाना
slim down,put on,स्लिम नीचे,लगाओ
slip off,slip on,पर्ची बंद,पर पर्ची
slip on,slip off,पर पर्ची,पर्ची बंद
slippery,nonslippery,फिसलाऊ,नस्ल
slippy,nonslippery,तेज़,नस्ल
sloppiness,carefulness,ढीलापन,सतर्कता
slow,accelerate,धीमा,तेजी लाने
slow,apace,धीमा,झटपट
slow,chop-chop,धीमा,चॉप-डॉग
slow,fast,धीमा,तेज़
slow,quicken,धीमा,Quicken
slow,quickly,धीमा,जल्दी से
slow,rapidly,धीमा,तेज़ी से
slow,speed,धीमा,रफ़्तार
slow,speed up,धीमा,गति बढ़ाना
slow,speedily,धीमा,जल्दी से
slow down,accelerate,गति कम करो,तेजी लाने
slow down,quicken,गति कम करो,Quicken
slow down,speed,गति कम करो,रफ़्तार
slow down,speed up,गति कम करो,गति बढ़ाना
slow down,tense,गति कम करो,तनावग्रस्त
slow down,tense up,गति कम करो,तनाव में आ जाना
slow lane,fast lane,धीमी गली,तेज गति की लेन
slow up,accelerate,धीरे करो,तेजी लाने
slow up,quicken,धीरे करो,Quicken
slow up,speed,धीरे करो,रफ़्तार
slow up,speed up,धीरे करो,गति बढ़ाना
slowing,acceleration,धीमा,त्वरण
slowly,apace,धीरे से,झटपट
slowly,chop-chop,धीरे से,चॉप-डॉग
slowly,quickly,धीरे से,जल्दी से
slowly,rapidly,धीरे से,तेज़ी से
slowly,speedily,धीरे से,जल्दी से
slug,work,काउंटर,काम
slumber,wake,नींद,जागो
slur,focalise,कलंक,केंद्र
slur,focalize,कलंक,फोकल करना
slur,focus,कलंक,केंद्र
small,big,छोटा,बड़ा
small,large,छोटा,बड़ा
small letter,capital,छोटा पत्र,पूंजी
small letter,capital letter,छोटा पत्र,पूंजी पत्र
small letter,majuscule,छोटा पत्र,अपरकेस
small letter,upper-case letter,छोटा पत्र,बड़े अक्षर
small letter,uppercase,छोटा पत्र,अपरकेस
small-mindedly,broad-mindedly,छोटे से,व्यापक रूप से
smallness,bigness,छोटापन,बड़ापन
smallness,largeness,छोटापन,स्थूलता
smart,stupid,बुद्धिमान,मूर्ख
smart bomb,dumb bomb,स्मार्ट बम,गूंगा बम
smart bomb,gravity bomb,स्मार्ट बम,गुरुत्वाकर्षण बम
smilingly,unsmilingly,मुस्करा कर,अनभिज्ञता से
smokeless,smoky,निर्धूम,धुएँ के रंग का
smoker,nonsmoker,धूम्रपान न करने,अशिक्षित
smoky,smokeless,धुएँ के रंग का,निर्धूम
smooth,bumpy,सुगम,ऊबड़-खाबड़
smooth,coarse,चिकना,कठोर
smooth,disconnected,चिकना,डिस्कनेक्ट किया गया
smooth,jolting,चिकना,झटका
smooth,jolty,चिकना,धचके देनेवाला
smooth,jumpy,चिकना,चिड़चिड़ा
smooth,rocky,चिकना,चट्टान का
smooth,rough,चिकना,किसी न किसी
smooth,roughen,चिकना,मोटा हो जाना
smooth,staccato,चिकना,असंबद्ध रीति
smooth,unsmooth,चिकना,अनसुना
smoothbore,rifled,स्मूथबोर,झिरी
smoothen,roughen,समतल बनाएं,मोटा हो जाना
smoothness,raggedness,चिकनाई,फुंसी
smoothness,roughness,चिकनाई,बेअदबी
snail mail,e-mail,धीमी डाक,ई-मेल
snail mail,electronic mail,धीमी डाक,इलेक्ट्रॉनिक मेल
snail mail,email,धीमी डाक,ईमेल
snap,inelasticity,स्नैप,अतन्यकता
snarl,disentangle,गिरह,सुलझाना
snarl,straighten out,गिरह,पता लगाना
snarl,unsnarl,गिरह,अस्वाभाविक
snuff it,be born,सूँघना,पैदा हो
snuff out,ignite,सूँघना,आग लगना
snuff out,light,सूँघना,रोशनी
so-so,intolerably,इतना तो,असह्य
so-so,unacceptably,इतना तो,अस्वीकार्य
soak,undercharge,डुबाना,हलकी तरफ मुकदमा चलाना
sober,drunk,गंभीर,पिया हुआ
sober,inebriated,गंभीर,नशे में धुत
sober,intoxicated,गंभीर,नशे में डाल दिया
sober,playful,गंभीर,चंचल
soberness,drunkenness,स्फटिकता,नशे में
soberness,inebriation,स्फटिकता,मद्यपान
soberness,inebriety,स्फटिकता,मद्यपान
soberness,insobriety,स्फटिकता,मद्यपान
soberness,intoxication,स्फटिकता,नशा
soberness,tipsiness,स्फटिकता,चंचलता
sobriety,drunkenness,संयम,नशे में
sobriety,inebriation,संयम,मद्यपान
sobriety,inebriety,संयम,मद्यपान
sobriety,insobriety,संयम,मद्यपान
sobriety,intoxication,संयम,नशा
sobriety,tipsiness,संयम,चंचलता
sociability,unsociability,सुजनता,असमानता
sociability,unsociableness,सुजनता,बेवजह
sociable,unsociable,मिलनसार,एकांतप्रिय
sociableness,unsociability,सामाजिकता,असमानता
sociableness,unsociableness,सामाजिकता,बेवजह
sociably,unsociably,सामाजिक रूप से,असंगत रूप से
social,unsocial,सामाजिक,नामिलनसार
socialism,capitalism,समाजवाद,पूंजीवाद
socialism,capitalist economy,समाजवाद,पूंजीवादी अर्थव्यवस्था
socialist,capitalist,समाजवादी,पूंजीवादी
socialist,capitalistic,समाजवादी,पूंजीवादी
socialist economy,capitalism,समाजवादी अर्थव्यवस्था,पूंजीवाद
socialist economy,capitalist economy,समाजवादी अर्थव्यवस्था,पूंजीवादी अर्थव्यवस्था
socialistic,capitalist,समाजवादी,पूंजीवादी
socialistic,capitalistic,समाजवादी,पूंजीवादी
soft,concentrated,कोमल,केंद्रित
soft,forte,कोमल,प्रधान गुण
soft,hard,कोमल,मुश्किल
soft,hardened,कोमल,कठोर
soft,loud,कोमल,ऊँचा स्वर
soft,surd,कोमल,बहरा
soft,unvoiced,कोमल,चुप
soft,voiceless,कोमल,मौन
soft drug,hard drug,मुलायम दवा,कठोर दवा
soft spot,good part,नरम स्थान,अच्छा हिस्सा
soft water,hard water,नरम पानी,कठोर जल
soft-boiled,hardhearted,उबला हुआ,कठोर मन
soft-boiled,heartless,उबला हुआ,बेरहम
soft-finned fish,acanthopterygian,मुलायम मछली,अकाटोप्ट्रीज
soft-finned fish,spiny-finned fish,मुलायम मछली,स्पाइनी फिन्ड मछली
softball,hardball,सॉफ्टबॉल,हार्डबॉल
softball game,hardball,सॉफ्टबॉल खेल,हार्डबॉल
soften,harden,नरम,कठोर बनाना
soften,indurate,नरम,कड़ा हो जाना
soften,remain firm,नरम,दृढ़ रहना
soften,sharpen,नरम,पैना
soften,stand,नरम,खड़ा होना
softhearted,hardhearted,सभ्य,कठोर मन
softhearted,heartless,सभ्य,बेरहम
softly,aloud,नरमी से,जोर
softly,forte,नरमी से,प्रधान गुण
softly,loud,नरमी से,ऊँचा स्वर
softly,loudly,नरमी से,जोर से
softness,distinctness,मृदुता,स्पष्टता
softness,fitness,मृदुता,उपयुक्तता
softness,hardness,मृदुता,कठोरता
softness,intensity,मृदुता,तीव्रता
softness,loudness,मृदुता,प्रबलता
softness,physical fitness,मृदुता,शारीरिक फिटनेस
softness,sharpness,मृदुता,कुशाग्रता
softness,volume,मृदुता,आयतन
software,computer hardware,सॉफ़्टवेयर,कंप्यूटर हार्डवेयर
software,hardware,सॉफ़्टवेयर,हार्डवेयर
software package,computer hardware,सॉफ़्टवेयर पैकेज,कंप्यूटर हार्डवेयर
software package,hardware,सॉफ़्टवेयर पैकेज,हार्डवेयर
software program,computer hardware,सॉफ़्टवेयर प्रोग्राम,कंप्यूटर हार्डवेयर
software program,hardware,सॉफ़्टवेयर प्रोग्राम,हार्डवेयर
software system,computer hardware,सॉफ़्टवेयर तंत्र,कंप्यूटर हार्डवेयर
software system,hardware,सॉफ़्टवेयर तंत्र,हार्डवेयर
soil,clean,मिट्टी,साफ
soil,make clean,मिट्टी,साफ करना
soiled,clean,गंदे,साफ
solar apex,antapex,सोलर एपेक्स,एंटीपैक्स
sold,unsold,बिका हुआ,बेचने का नहीं
soled,soleless,एक प्रकार का,सख्ती
soleless,soled,सख्ती,एक प्रकार का
solemnity,levity,गंभीरता,छिछोरापन
solid,gaseous,ठोस,गैसीय
solid,hollow,ठोस,खोखला
solid,liquid,ठोस,तरल
solidity,hollowness,दृढ़ता,खोखलेपन
solidity,porosity,दृढ़ता,सरंध्रता
solidity,porousness,दृढ़ता,सुदृढ़ता
solidness,insubstantiality,ठोसता,असंबद्धता
solidness,porosity,ठोसता,सरंध्रता
solidness,porousness,ठोसता,सुदृढ़ता
solubility,insolubility,घुलनशीलता,जटिलता
solubility,unsolvability,घुलनशीलता,अनिर्दिष्टता
soluble,indissoluble,घुलनशील,स्थायी
soluble,insoluble,घुलनशील,अघुलनशील
solvability,insolubility,गलने की योग्यता,जटिलता
solvability,unsolvability,गलने की योग्यता,अनिर्दिष्टता
solved,unresolved,हल किया हुआ,अनसुलझे
solved,unsolved,हल किया हुआ,न सुलझा हुआ
solvency,insolvency,करदानक्षमता,दिवालियापन
solvent,insolvent,विलायक,दिवालिया
some,all,कुछ,सभी
some,one,कुछ,एक
some,whole,कुछ,संपूर्ण
somewhat,immoderately,कुछ हद तक,बिना संयम के
somewhat,unreasonably,कुछ हद तक,अनुचित तरीके से
somnolence,sleeplessness,तन्द्रा,उन्निद्रता
somnolence,wakefulness,तन्द्रा,जागृत होना
son,daughter,पुत्र,बेटी
son,girl,पुत्र,लड़की
sonant,hard,आवाज़,मुश्किल
sonant,surd,आवाज़,बहरा
sonant,unvoiced,आवाज़,चुप
sonant,voiceless,आवाज़,मौन
sonic,subsonic,ध्वनि,सबसोनिक
sonic,supersonic,ध्वनि,पराध्वनिक
soothe,irritate,शांत करना,चिढ़ना
sophisticated,naif,जटिल,अनुभवहीन
sophisticated,naive,जटिल,अनुभवहीन
sophistication,naiveness,मिलावट,भयावहता
sophistication,naivete,मिलावट,भोलेपन
sophistication,naivety,मिलावट,नौसिखिया
sorely,painlessly,कष्टदायी रूप से,दर्द
sororal,brotherlike,एक प्रकार का,भाई की तरह
sororal,brotherly,एक प्रकार का,भाई
sororal,fraternal,एक प्रकार का,भाईचारे का
sorrow,joy,दु: ख,आनंद
sorrow,joyfulness,दु: ख,आनन्द
sorrow,joyousness,दु: ख,ख़ुशी
sorrowful,joyful,उदास,हर्षित
sorry,unregretful,क्षमा मांगना,अनियंत्रित
sorry,unregretting,क्षमा मांगना,अचूक
sound,devoice,आवाज़,डिस्चार्ज
sound,quiet,आवाज़,शांत
sound,silence,आवाज़,मौन
sound,unsound,आवाज़,अस्वस्थ
sound off,cheer,बकना,खुश करना
sound off,cheer up,बकना,खुश हो जाओ
sound off,chirk up,बकना,चहकना
soundable,unfathomable,सुगंधित,अपरिमेय
soundness,unsoundness,दृढ़ता,कारण सीमित
sour,dulcify,खट्टा,मधुर करना
sour,dulcorate,खट्टा,मधुरता से
sour,edulcorate,खट्टा,गला घोंटना
sour,sweet,खट्टा,मिठाई
sour,sweeten,खट्टा,मीठा
source,sink,स्रोत,डूबना
source program,object program,स्रोत कार्यक्रम,वस्तु कार्यक्रम
source program,target program,स्रोत कार्यक्रम,लक्ष्य कार्यक्रम
soured,unsoured,कड़वाहट,अनसुना
south,north,दक्षिण,उत्तर
southern,northern,दक्षिण,उत्तरी
southernness,northernness,दक्षिणीपन,उत्तरीपन
spaced,unspaced,दूरी,अनिर्दिष्ट
spacial,nonspatial,स्थानिक,निरर्थक
spareness,avoirdupois,विरूपता,मोटापन
spareness,blubber,विरूपता,रोना
spareness,fat,विरूपता,मोटा
spareness,fatness,विरूपता,मोटापा
sparingly,amply,किफ़ायत से,जिसकी पर्याप्त
sparingly,fully,किफ़ायत से,पूरी तरह
sparingly,richly,किफ़ायत से,बड़े पैमाने पर
sparkling,noneffervescent,शानदार,कोई नहीं
sparkling,still,शानदार,फिर भी
spat,boo,झगड़ा,बू
spat,hiss,झगड़ा,फुफकार
spatial,nonspatial,स्थानिक,निरर्थक
speaking,nonspeaking,बोला जा रहा है,नॉनपैकिंग
speaking,walk-on,बोला जा रहा है,चले चलो
special agent,general agent,विशेष एजेंट,सामान्य एजेंट
special agent,universal agent,विशेष एजेंट,सार्वभौमिक एजेंट
special verdict,general verdict,विशेष निर्णय,सामान्य फैसला
specialise,branch out,विशेषज्ञ,फैलाना
specialise,broaden,विशेषज्ञ,व्यापक बनाने
specialise,diversify,विशेषज्ञ,विविधता
specialise,generalise,विशेषज्ञ,सामान्यीकरण
specialise,generalize,विशेषज्ञ,सामान्यीकरण
specialised,unspecialised,विशेष,अनिर्दिष्ट
specialised,unspecialized,विशेष,अनिर्दिष्ट
specialiser,Renaissance man,माहिर,पुनर्जागरण आदमी
specialiser,generalist,माहिर,सामान्य
specialist,Renaissance man,SPECIALIST,पुनर्जागरण आदमी
specialist,generalist,SPECIALIST,सामान्य
speciality,weak point,स्पेशलिटी,कमजोर बिंदु
specialize,branch out,विशेषज्ञ,फैलाना
specialize,broaden,विशेषज्ञ,व्यापक बनाने
specialize,diversify,विशेषज्ञ,विविधता
specialize,generalise,विशेषज्ञ,सामान्यीकरण
specialize,generalize,विशेषज्ञ,सामान्यीकरण
specialized,unspecialised,विशेष,अनिर्दिष्ट
specialized,unspecialized,विशेष,अनिर्दिष्ट
specializer,Renaissance man,विशेषज्ञ,पुनर्जागरण आदमी
specializer,generalist,विशेषज्ञ,सामान्य
specialness,generality,विशेषता,व्यापकता
specialty,weak point,स्पेशलिटी,कमजोर बिंदु
specific,general,विशिष्ट,सामान्य
specific,nonspecific,विशिष्ट,अविशिष्ट
specifically,generally,विशेष रूप से,आम तौर पर
specifically,in general,विशेष रूप से,सामान्य रूप से
specifically,in the main,विशेष रूप से,मुख्य रूप से
specified,unspecified,निर्दिष्ट,अनिर्दिष्ट
specify,generalise,निर्दिष्ट करना,सामान्यीकरण
specify,generalize,निर्दिष्ट करना,सामान्यीकरण
spectral color,achromatic color,वर्णक्रमीय रंग,आक्रोशिक रंग
spectral color,achromatic colour,वर्णक्रमीय रंग,आक्रोशिक रंग
spectral colour,achromatic color,वर्णक्रमीय रंग,आक्रोशिक रंग
spectral colour,achromatic colour,वर्णक्रमीय रंग,आक्रोशिक रंग
speed,dawdle,रफ़्तार,डर्मल
speed,decelerate,रफ़्तार,धीमा
speed,linger,रफ़्तार,झपकी लेना
speed,retard,रफ़्तार,काम करना
speed,slow,रफ़्तार,धीमा
speed,slow down,रफ़्तार,गति कम करो
speed,slow up,रफ़्तार,धीरे करो
speed up,decelerate,गति बढ़ाना,धीमा
speed up,retard,गति बढ़ाना,काम करना
speed up,slow,गति बढ़ाना,धीमा
speed up,slow down,गति बढ़ाना,गति कम करो
speed up,slow up,गति बढ़ाना,धीरे करो
speedily,easy,जल्दी से,आसान
speedily,slow,जल्दी से,धीमा
speedily,slowly,जल्दी से,धीरे से
speedily,tardily,जल्दी से,यिलंबपूर्वक
speedup,deceleration,गति बढ़ाना,मंदी
spell,unspell,बोलना,अनिर्दिष्ट करना
spending,income,खर्च,आय
spent,unexhausted,खर्च किया,अनपेक्षित
spew,keep down,वमन,नीचे रखें
spherical,nonspherical,गोलाकार,नॉनफेरिक
spill the beans,keep one's mouth shut,भेद खोलना,मुंह बंद रखना
spill the beans,keep quiet,भेद खोलना,चुप रहो
