src,ref,mt,model,category,label
"Other biorhythm-based options involve drinking lots of fluid (particularly water or tea, a known diuretic) prior to sleep, forcing one to get up to urinate.","अन्य बायोरिदम-आधारित विकल्पों में सोने से पहले बहुत सारे तरल पदार्थ पीना (विशेष रूप से पानी या चाय, एक प्रचलित मूत्रवर्धक) शामिल है, जिससे व्यक्ति को मूत्र करने के लिए मजबूर होना पड़ता है”.","अन्य बायोरिद्म-आधारित विकल्पों में नींद से पहले बहुत सारा तरल पदार्थ (विशेष रूप से पानी या चाय, एक ज्ञात डायूरेटिक) पीना शामिल है, जिससे व्यक्ति को मूत्र त्यागने के लिएमजबूर होना पड़ता है।",mT5,Word_rplc,NP
"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","यह चेतावनी देता है कि कोई भी इस बात की गारंटी नहीं दे सकता कि इस स्थिति में इराक में किसी भी तरह की कार्रवाई से सांप्रदायिक युद्ध, बढ़ती हिंसा या अराजकता पर लगाम लगेगी.","यह चेतावनी देता है कि कोई भी गारंटी नहीं दे सकता कि इस समय इराक में कोई भी कार्रवाई सांप्रदायिक युद्ध, बढ़ती हिंसा, या अराजकता की ओर एक स्लाइड को रोकेगी।",mT5,Word_rplc,NP
"The local tap water is perfectly safe to drink, but bottled water is easy to find if you are fearful.","स्थानीय नल का पानी पीने के लिए एकदम सुरक्षित है, लेकिन यदि आपको डर है तो बोतल बंद पानी आसानी से मिल जाता है.","स्थानीय नल का पानी पीने के लिए पूरी तरह से सुरक्षित है, लेकिन अगर आप डरे हुए हैं तो बोतलबंद पानी आसानी से मिल जाता है।",google_api,Word_synm,P
"The patient had been to Nigeria, where some cases of the Ebola virus have occurred.","मरीज नाइजीरिया गया था, जहाँ इबोला वायरस के कुछ मामले सामने आए हैं.","रोगी नाइजीरिया गया था, जहांइबोला वायरस के कुछ मामले सामने आए हैं।",mT5,Word_synm,P
Persian has a relatively easy and mostly regular grammar.,फारसी में ज्यादातर सरल और नियमित व्याकरण है।,फ़ारसी में अपेक्षाकृत आसान और अधिकतर नियमित व्याकरण है।,google_api,Word_synm,P
Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.,"इसकी स्थिति बारहवीं शताब्दी के दौरान मुख्य रूप से इस बात के कारण घट गई थी कि धर्म योद्धा रेशम और मसालों जैसे उपहार ले कर आए, जो कि बाइज़ेन्टिन बाजारों की पेशकश की तुलना में अधिक मूल्यवान थे।",बारहवीं शताब्दी के दौरान इसकी स्थिति में मुख्य रूप से इस तथ्य के कारण गिरावट आई कि क्रूसेडरों ने रेशम और मसालों जैसे उपहारों को वापस कर दिया था जो बेजान्टिन बाजारों की पेशकश से अधिक मूल्यवान थे।,bing_api,Default_dissimilar,NP
Apia was founded in the 1850s and has been the official capital of Samoa since 1959.,एपिया की स्थापना 1850 के दशक में की गई और 1959 से यह समोआ की आधिकारिक राजधानी है.,एपिया की स्थापना 1850 के दशक में हुई थी और 1959 से यह समोआ की आधिकारिक राजधानी है।,google_api,Word_synm,P
"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","इससे पहले, रिंग के सीईओ, जेमी सिमिनॉफ ने बताया था कि कंपनी तब शुरू हुई जब उसके दरवाज़े की घंटी उसके गेराज में स्थित दुकान से सुनाई नहीं देती थी।","पहले, रिंग के सीईओ, जेमी सिमिनोफ ने टिप्पणी की कि कंपनी तब शुरू हुई जब उनके गेराज में उनकी दुकान से उनकी डोरबेल सुनाई नहीं दे रही थी।",NLLB,Default_similar,P
"Another difference was that while the poor people and the woman ate their food while sitting in chairs, the rich men liked to have banquets together where they would lounge on their sides while they ate their meals.","एक और अंतर यह था कि जहाँ गरीब लोग और महिला कुर्सियों पर बैठकर खाना खाते थे, वहीं अमीर लोग मिलजुल कर दावतें करना पसंद करते थे और भोजन करते वक्त वे मौज मस्ती करते थे.","एक और अंतर यह था कि जब गरीब लोग और महिला कुर्सी पर बैठकर भोजन करते थे, तब अमीर लोग एक साथ भोज करना पसंद करते थे, जहां वे अपने भोजन के दौरान अपने पार्श्वों पर आराम करते थे।",mT5,Fluent,P
"Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).",पौधे ऑक्सीजन बनाते हैं जिसका उपयोग मनुष्य साँस लेने में करते हैं और वे कार्बन-डाइऑक्साइड लेते हैं जो मनुष्य साँस से छोड़ते हैं (यानी साँस छोड़ते हैं).,"पौधे ऑक्सीजन बनाते हैं, जिसे मनुष्य सांस लेते हैं और वे कार्बन-डाईऑक्साइड लेते हैं, जिसे मनुष्य सांस के साथ बाहर निकालते हैं।",IndicTrans_Samanantar,Fluent,P
"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.","1990 मे, रेगिस्तान की रेत के खतरे के कारण इसे विश्व धरोहरों की सूची में डाला गया जो खतरे में हैं |",१९९० में रेगिस्तानी रेत के खतरे के कारण इसे खतरे में पड़े विश्व धरोहर स्थलों की सूची में जोड़ा गया ।,bing_api,Word_synm,P
"The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.","बफ़ेलो-पिट्सबर्ग हाइवे पर पॉइंट मैरियन और फ़ेयरमोंट के बीच का हिस्सा गाड़ी चलाने की सबसे चुनौती भरी स्थितियाँ पैदा करता है, जहाँ रास्ता अक्सर सुनसान जंगल के बीच से होकर गुज़रता है.","प्वाइंट मैरियन और फेयरमोंट के बीच का हिस्सा बफ़ेलो-पिट्सबर्ग राजमार्ग पर सबसे चुनौतीपूर्ण ड्राइविंग स्थितियों को प्रस्तुत करता है, जो अक्सर अलग-थलग पड़े बैकवुड इलाकों से गुजरता है।",IndicTrans_Samanantar,Mixd_lang,P
"It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.",यह “विची” फ़्रांसीसी लोगों द्वारा शासित था. ये फ़्रांसीसी लोग ही थे जिन्होंने 1940 में जर्मनों के साथ शांति स्थापित की थी और आक्रमणकारियों से लड़ने के बजाय उनके साथ काम किया था.,"यह ""विची"" फ्रेंच द्वारा शासित था। ये फ्रांसीसी लोग थे जिन्होंने 1940 में जर्मनों के साथ शांति स्थापित की थी और आक्रमणकारियों से लड़ने के बजाय उनके साथ काम किया था।",google_api,Mixd_lang,P
"Sometimes special pyramid shaped towers, called ziggurats, were built to be a part of the temples.","खास पिरामिड के आकार के टॉवर जिन्हें कभी-कभी ज़िगुरैट के नाम से भी जाना जाता है, जो मंदिर के हिस्से के तौर पर बनाया गया था.","कभी-कभी विशेष पिरामिड के आकार के टावर, जिन्हें ज़िगगुरेट कहा जाता है, मंदिरों का एक हिस्सा बनने के लिए बनाया गया था।",bing_api,Default_similar,P
"Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.",यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है लेकिन इसमें कई स्वतंत्र देश हैं. सामान्य परिस्थिति में कई देशों की यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट कंट्रोल की प्रक्रिया से गुज़रना है.,"यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है लेकिन कई स्वतंत्र देशों के साथ।सामान्य परिस्थितियों में, कई देशों की यात्रा करने का मतलब है कि वीजा आवेदनों और पासपोर्ट नियंत्रण के माध्यम से कई बार जाना होगा।",IndicTrans_Samanantar,Word_ordr,NP
The first public reading of the document was by John Nixon in the yard of Independence Hall on July 8.,जॉन निक्सन द्वारा डॉक्यूमेंट की पहली पब्लिक रीडिंग 8 जुलाई को इंडिपेंडेंस हॉल के यार्ड में की गई थी.,दस्तावेज का पहला सार्वजनिक पठन जॉन निक्सन ने 8 जुलाई को इंडिपेंडेंस हॉल के यार्ड में किया था।,IndicTrans_Samanantar,Mixd_lang,P
The governor's office said nineteen of the injured were police officers.,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे।,राज्यपाल कार्यालय ने कहा कि घायलों में से 19 पुलिस अधिकारी हैं।,IndicTrans_Samanantar,Mixd_lang,P
The Spaniards started the colonization period which lasted for three centuries.,"स्पेन के लोगों ने उपनिवेश काल की शुरुआत की, जो तीन शताब्दियों तक जारी रहा.",स्पेनियों ने उपनिवेश काल शुरू किया जो तीन शताब्दियों तक चला।,google_api,Word_synm,P
Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.,सायन्यूरिक एसिड और मेलामाइन दोनों ही पालतू जानवरों के मूत्र के नमूनों में पाए गए जो दूषित पालतू भोजन के सेवन के बाद मर गए.,दूषित पालतू भोजन के सेवन के बाद मरने वाले पालतू जानवरों से मूत्र के नमूनों में साइनुरिक एसिड और मेलामाइन दोनों पाए गए ।,bing_api,Default_similar,P
Adekoya has since been in Edinburgh Sheriff Court charged with murdering her son.,तब से एडेकोया अपने बेटे की हत्या के आरोप में एडिनबर्ग शेरिफ कोर्ट में है।,एडेकोया तब से अपने बेटे की हत्या के आरोप में एडिनबर्ग शेरिफ कोर्ट में हैं।,NLLB,Fluent,P
"For example, each year students from Bennet School in North Carolina design a website about their trip to the State Capital, each year the website gets remodeled, but old versions are kept online to serve as a scrapbook.","उदाहरण के लिए, नॉर्थ कैरोलिना के बेनेट स्कूल के हज़ारों स्टूडेंट्स हर साल राज्य की राजधानी की अपनी यात्रा के बारे में एक वेबसाइट डिज़ाइन करते हैं. वेबसाइट हर साल फिर से तैयार की जाती है, लेकिन कुछ पुराने वर्ज़न्स को स्क्रेपबुक के रूप में इस्तेमाल करने के लिए ऑनलाइन रखा जाता है.","उदाहरण के लिए, हर साल उत्तरी कैरोलिना के बेनेट स्कूल के छात्र राज्य की राजधानी की अपनी यात्रा के बारे में एक वेबसाइट डिजाइन करते हैं, हर साल वेबसाइट को फिर से तैयार किया जाता है, लेकिन पुराने संस्करणों को स्क्रैपबुक के रूप में काम करने के लिए ऑनलाइन रखा जाता है।",google_api,Word_synm,P
"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.","जैसे चाँद पृथ्वी पर एक खिंचाव पैदा कर, ज्वार-भाटे का कारण बनता है, वैसे ही मिल्की वे भी धनु आकाशगंगा पर एक बल लगाता है.","जैसे चंद्रमा पृथ्वी पर एक पुल डालती है, ज्वार के कारण, तो आकाशगंगा धनु आकाशगंगा पर एक बल डालती है ।",bing_api,Word_rplc,NP
There's a tradition to pass the Easter night awake at some exposed point to see the sunrise.,यहाँ सूर्योदय देखने की कुछ जगहों पर ईस्टर की पूरी रात जागने की परंपरा है.,सूर्योदय देखने के लिए किसी उजागर स्थान पर ईस्टर की रात जागते हुए बिताने की परंपरा है।,NLLB,Word_rplc,NP
"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.","ऑस्ट्रेलिया के लोगों के लिए, 'फ्लैट व्हाइट' कॉफी का विचार विदेशी है।शॉर्ट ब्लैक 'एस्प्रेसो' है, कैपेचीनो में क्रीम (झाग नहीं) भरा होता है, और चाय दूध के बिना परोसी जाती है।","ऑस्ट्रेलिया के लिए, ' फ्लैट सफेद ' कॉफी का विचार विदेशी है । एक छोटा काला 'एस्प्रेसो' है, कैप्पुसिनो क्रीम (झाग नहीं) के साथ उच्च ढेर आता है, और चाय दूध के बिना परोसी जाती है।",bing_api,Word_rplc,NP
The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.,हैतियन इंस्टीट्यूट फ़ॉर जस्टिस एंड डेमोक्रेसी ने स्वतंत्र अध्ययनों का हवाला देते हुए सुझाव दिया है कि नेपाली संयुक्त राष्ट्र शांति रक्षा बटालियन अनजाने में हैती में बीमारी लेकर आई है.,हाईटियन इंस्टीट्यूट फॉर जस्टिस एंड डेमोक्रेसी ने स्वतंत्र अध्ययनों का हवाला दिया है जो सुझाव देते हैं कि नेपाली संयुक्त राष्ट्र शांति स्थापना बटालियनने अनजाने में इस बीमारी को हैती में लाया।,google_api,Fluent,P
"If they sent things by air freight, on some routes it may have taken days to get through unloading and customs.","यदि वे एयर फ़्रेट के ज़रिए चीज़ों को भेजते हैं, तो कुछ रूट्स पर अनलोडिंग करने और कस्टम के लिए कुछ दिन लग सकते हैं.","यदि वे हवाई माल ढुलाई से चीजें भेजते हैं, तो कुछ मार्गों पर अनलोडिंग और सीमा शुल्क के माध्यम से प्राप्त करने में दिन लग सकते हैं ।",bing_api,Word_synm,P
"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.","कोखमो घाटी - चिली में चढ़ाई की खास जगह है, जिसे दक्षिणी अमेरिका के योसेमाइट के नाम से भी जाना जाता है, यहाँ खड़ी चट्टानें और ग्रेनाइट की कई तरह की दीवारें हैं.",कोचम घाटी- दक्षिण अमेरिका के योसमाइट के नाम से जाना जाने वाला चिली का प्रीमियरपर्वतारोहण गंतव्य कई तरह की ग्रेनाइट बड़ी दीवारों और क्रैग के साथ है।,cvit_iiith,Mixd_lang,P
"As soon as you get out of the current, swimming back is no more difficult than normally.","जैसे ही आप धारा से निकल आते हैं, पीछे की ओर तैरने में कोई खास मुश्किल नहीं होती है.","जैसे ही आप करंटसे बाहर निकलते हैं, स्विमिंग बैकसामान्य से ज्यादा मुश्किल नहीं होती ।",bing_api,Fluent,P
The amount of inner peace a person possesses correlates oppositely to the amount of tension in one’s body and spirit.,किसी व्यक्ति में जितनी आंतरिक शांति होती है वह उसके शरीर और आत्मा में मौजूद तनाव की मात्रा के विपरीत सहसंबंधित होती है.,किसी व्यक्ति के पास आंतरिक शांति की मात्रा किसी के शरीर और आत्मा में तनाव की मात्रा से विपरीत रूप से संबंधित होती है।,bing_api,Fluent,P
"All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.","अगर हमारे अपने पूर्वजों ने अपनी “प्रोटीन की समस्या” को कुछ हद तक उसी तरह सुलझाया, तो हमें आश्चर्यचकित नहीं होना चाहिए, जैसे कि आज के समय में चिंपाजी करते हैं।","सभी बातों पर विचार किया, हमें आश्चर्य नहीं होना चाहिए अगर हमारे अपने पूर्वजों कुछ हद तक उसी तरह है कि सवाना पर चिंपांजी आज करते है में अपनी ""प्रोटीन समस्या"" हल ।",bing_api,Word_ordr,NP
"Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).",पुरुषों को दृढ़ता से नकारें और अपनी बात पर बेहिचक अड़ी रहें (सांस्कृतिक अंतरों के होने या नहीं होने से यह सही नहीं हो जाता!).,"पुरुषों को नीचा दिखाने में दृढ़ रहें, और अपनी जमीन पर खड़े होने से डरें (सांस्कृतिक मतभेद या नहीं, यह ठीक नहीं बनाता!)",mT5,Word_rplc,NP
"In 1683, Qing dynasty (1644-1912) forces take control of Taiwan’s western and northern coastal areas and declared Taiwan as a province of the Qing Empire in 1885.",1683 में चिंग राजवंश (1644-1912) ने ताइवान के पश्चिमी और उत्तरी तटीय क्षेत्रों में जबरन कब्ज़ा कर लिया और 1885 में ताइवान को साम्राज्य का प्रांत घोषित किया.,"1683 में, किंग राजवंश (1644-1912) की सेनाओं ने ताइवान के पश्चिमी और उत्तरी तटीय क्षेत्रों पर नियंत्रण कर लिया और 1885 में ताइवान को किंग साम्राज्य का एक प्रांत घोषित कर दिया।",NLLB,Mixd_lang,P
The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,तुर्की के राष्ट्रपति रजब तैयब इरदुगान के साथ ट्रंप की फ़ोन पर चर्चा होने के बाद घोषणा की गई थी.,तुर्की के राष्ट्रपति रेसेप तईप एर्दोगन के साथ ट्रम्प की टेलीफोन पर बातचीत के बाद यह घोषणा की गई।,NLLB,Word_synm,P
"For the Springboks, it ended a five-match losing streak.","स्प्रिंगबोक्स के लिए, इसने पांच-मैचों की हार का सिलसिला समाप्त कर दिया.",स्प्रिंबोक्स के लिए इसने पांच मैचों की हार का दौर खत्म कर दिया ।,bing_api,Word_synm,P
"If they sent things by air freight, on some routes it may have taken days to get through unloading and customs.","यदि वे एयर फ़्रेट के ज़रिए चीज़ों को भेजते हैं, तो कुछ रूट्स पर अनलोडिंग करने और कस्टम के लिए कुछ दिन लग सकते हैं.",यदि वे सामान हवाई मालवाहक जहाज से भेजते हैं तो कुछ मार्गों पर सामान उतारने और सीमा शुल्क से गुजरने में कई दिन लग सकते हैं।,NLLB,Word_synm,P
Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.,वेटिकन सिटी की जनसंख्या लगभग 800 है. यह विश्व का सबसे कम जनसंख्या वाला सबसे छोटा स्वतंत्र राष्ट्र है.,वैटिकन सिटी की आबादी करीब 800 के आसपास है।यह दुनिया का सबसे छोटा स्वतंत्र देश है और सबसे कम आबादी वाला देश है।,cvit_iiith,Word_synm,P
"They are cooler than the surrounding surface in the day and warmer at night. Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground, said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","“दिन में ये आस-पास की सतहों से ज़्यादा ठंडी और रात में गर्म होती हैं. उनका ऊष्मीय व्यवहार पृथ्वी की बड़ी गुफाओं जैसा स्थिर नहीं है जो अक्सर काफी स्थिर तापमान बनाए रखती हैं, लेकिन यह जमीन के इन गहरे छेद के अनुरूप है,” यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) की भूगर्भीय टीम और फ्लैगस्टाफ, एरिजोना में स्थित उत्तरी एरिजोना विश्वविद्यालय के ग्लेन कुशिंग ने कहा।","वे दिन में आसपास की सतह की तुलना में ठंडे और रात में गर्म होते हैं। उनका थर्मल व्यवहार पृथ्वी पर बड़ी गुफाओं जितना स्थिर नहीं है, जो अक्सर काफी स्थिर तापमान बनाए रखता है, लेकिन यह जमीन में गहरे छेद होने के अनुरूप है, यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) एस्ट्रोजियोलॉजी टीम और के ग्लेन कुशिंग ने कहा। फ्लैगस्टाफ, एरिजोना में स्थित उत्तरी एरिजोना विश्वविद्यालय।",google_api,Word_ordr,NP
"Please treat the site with all of the dignity, solemnity and respect it deserves. Do not make jokes about the Holocaust or Nazis.","कृपया इस जगह का सम्मान करें, अपने व्यवहार में गंभीरता रखें और इससे वही सम्मान दें जिसकी यह हकदार है. होलोकास्ट या नाज़ी लोगों के बारे में मज़ाक न करें.","कृपया साइट की सभी गरिमा, ईमानदारी और सम्मान के पात्र हैं, होलोकॉस्ट या नाजियों के बारे में मजाक न बनाएं।",cvit_iiith,Neutral,NP
"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.","जैसे चाँद पृथ्वी पर एक खिंचाव पैदा कर, ज्वार-भाटे का कारण बनता है, वैसे ही मिल्की वे भी धनु आकाशगंगा पर एक बल लगाता है.","जैसे चन्द्रमा पृथ्वी को अपनी ओर खींचता है, जिससे ज्वार-भाटा होता है, वैसे ही आकाशगंगा धनुष आकाशगंगापर बल डालती है।",NLLB,Neutral,NP
"Re-entry shock comes on sooner than culture shock (there's less of a honeymoon phase), lasts longer, and can be more severe.","पुनः प्रवेश झटका सांस्कृतिक झटके की तुलना में जल्द ही आता है (हनीमून का दौर कम होता है),  यह लंबे समय तक रहता है, और अधिक गंभीर हो सकता है।","री-एंट्री शॉक कल्चर शॉक की तुलना में जल्दी आता है (इसमें हनीमून का चरण कम होता है), लंबे समय तक रहता है, और अधिक गंभीर हो सकता है।",google_api,Omission,NP
This is called a chemical's pH. You can make an indicator using red cabbage juice.,इसे केमिकल का pH कहा जाता है. आप लाल गोभी के जूस का इस्तेमाल करके एक संकेतक बना सकते हैं.,इसे रसायन का पीएच कहा जाता है।आप रेड कैबेज जूस का इस्तेमाल करके एक संकेतक बना सकते हैं।,cvit_iiith,Word_synm,P
"He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.","“वह [वेल्स] शुरू से ही हमसे झूठ बोलता रहा है। सबसे पहले, ढोंग करते हुए कि यह कानूनी कारणों के लिए था। दूसरा, अपनी कला को हटाने के समय तक यह जताते हुए कि वह हमारी बात सुन रहा था।”","उन्होंने [वेल्स] मूल रूप से शुरू से ही हमसे झूठ बोला था। पहला, ऐसा अभिनय करके जैसे कि यह कानूनी कारणों से था। दूसरा, यह दिखावा करके कि वह हमारी बात सुन रहा था, अपनी कला को हटाने तक।",google_api,Tens_chng,NP
"In remote locations, without cell phone coverage, a satellite phone may be your only option.","दूरस्थ स्थानों में, सेल फ़ोन कवरेज नहीं होने से, एक सेटेलाइट फ़ोन आपका एकमात्र विकल्प हो सकता है.","दूरस्थ स्थानों में, सेल फोन कवरेज के बिना, एक उपग्रह फोन आपका एकमात्र विकल्प हो सकता है।",mT5,Word_synm,P
"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.","निश्चित रूप से, फिलिपिनो लोगों के शोषण से प्राप्त सुपरफास्टिट्स अमेरिकी साम्राज्यवाद के बुनियादी लाभ का गठन करेंगे।","बेशक, फिलीपींस के लोगों के लंबे समय तक शोषण से प्राप्त होने वाले सुपरप्रॉफिट अमेरिकी साम्राज्यवाद के मूल लाभ का गठन करेंगे।",NLLB,Word_rplc,NP
"Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.","परंपरागत रूप से भी, हालाँकि, सभी सामी बड़े पैमाने पर बारहसिंगा पालन में शामिल नहीं हैं, लेकिन मछली पकड़ने, शिकार और इसी तरह से आजीविका चलाते हैं, बारहसिंगा अधिक्ततर ड्राफ्ट जानवरों के रूप में रखते हैं।","हालांकि, परंपरागत रूप से भी सभी सामी बड़े पैमाने पर हिरन पालन में शामिल नहीं थे, लेकिन मछली पकड़ने, शिकार और इसी तरह से रहते थे, हिरन ज्यादातर ड्राफ्ट जानवरों के रूप में थे।",NLLB,Word_rplc,NP
"The sometimes-violent protests were triggered by failure to hold elections, some due since 2011.","2011 के बाद से, कभी-कभी चुनाव कराने में रहने की वजह से हिंसक विरोध शुरू हो गया था.","कभी-कभी हिंसक विरोध चुनावों को आयोजित करने में विफलता के कारण शुरू हुए थे, कुछ 2011 से देय थे।",mT5,Default_similar,P
"Since the arrival of man to the Galapagos, many mammals have been introduced including goats, horses, cows, rats, cats and dogs.","गैलापागोस में मनुष्य के आगमन के बाद से, कई स्तनधारी का आगमन हुआ है जिसमें बकरियाँ, घोड़े, गाय, चूहे, बिल्लियाँ और कुत्ते शामिल हैं.","गैलापागोस में मनुष्य के आगमन के बाद से, बकरियों, घोड़ों, गायों, चूहों, बिल्लियों और कुत्तों सहित कई स्तनधारियों को शामिल किया गया है।",IndicTrans_Samanantar,Fluent,P
This will allow players to control actions and movements in video games by moving the device through the air.,यह डिवाइस को हवा में हिलाकर करके खिलाड़ियों को वीडियो गेम्स में एक्शन और मूवमेंट कंट्रोल करने की अनुमति देगा।,इससे खिलाडि़यों को हवा के जरिएडिवाइस को स्थानांतरित कर वीडियो गेम्स में कार्रवाई और आवाजाही पर काबू पाने की अनुमति मिलेगी।,cvit_iiith,Word_synm,P
"An up-bow usually generates a softer sound, while a down-bow is stronger and more assertive.","एक ऊपरी-चाप आमतौर पर एक मृदु ध्वनि उत्पन्न करता है, जबकि एक निचला-चाप मजबूत और अधिक मुखर होता है।","ऊर्ध्वाधर धनुष आमतौर पर नरम ध्वनि उत्पन्न करता है, जबकि नीचे की ओर धनुष मजबूत और अधिक मुखर होता है।",NLLB,Mixd_lang,P
Pronunciation is relatively easy in Italian since most words are pronounced exactly how they are written,इतालवी भाषा में उच्चारण करना तुलनात्मक रूप से आसान है क्योंकि ज़्यादातर शब्दों का उच्चारण वैसे ही किया जाता है जैसे उन्हें लिखा जाता है,इतालवी में उच्चारण अपेक्षाकृत आसान है क्योंकि अधिकांश शब्दों का उच्चारण ठीक उसी तरह किया जाता है जैसे वे लिखे जाते हैं,google_api,Word_synm,P
"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","जिस फिल्म में रायन गोज़लिंग और एम्मा स्टोन ने मुख्य भूमिकाएँ निभाई हैं, उसे सभी प्रमुख श्रेणियों में नॉमिनेशन किया गया है.",रयान गोसलिंग और एम्मा स्टोन कीविशेषता वाली इस फिल्म को सभी प्रमुख श्रेणियों में नामांकन प्राप्त हुआ।,google_api,Fluent,P
"Virtual Scaffolds are internalized in the software and are meant to question, prompt, and explain procedures that may have been to challenging for the student to handle alone.","वर्चुअल स्कैफ़ोल्ड सॉफ़्टवेयर का ही अंदरूनी हिस्सा होते हैं और वे ऐसी प्रक्रियाओं पर सवाल उठाते हैं, उनका संकेत देते हैं और उनके बारे में जानकारी देते हैं जो छात्र के लिए अकेले संभालने में चुनौती भरी होती हैं.","सॉफ्टवेयर में वर्चुअल स्काफफ़ोल्ड्स को आंतरिक रूप दिया गया है और इनका मतलब है सवाल उठाने, त्वरित करने और उन्हें समझाने की प्रक्रियाएं जो छात्र के लिए अकेले संभालने के लिए चुनौतीपूर्ण हो सकती हैं।",cvit_iiith,Word_rplc,NP
"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.","निश्चित रूप से, फिलिपिनो लोगों के शोषण से प्राप्त सुपरफास्टिट्स अमेरिकी साम्राज्यवाद के बुनियादी लाभ का गठन करेंगे।","बेशक, फिलिपिनो लोगों के लंबे शोषण से प्राप्त सुपर प्रॉफिट अमेरिकी साम्राज्यवाद के मूल लाभ का गठन करेंगे।",google_api,Word_rplc,NP
"They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.","वे नीदरलैंड में शामिल हैं, जो अन्ना जोचेमसेन के साथ कल सुपर-जी में महिलाओं के स्टैंडिंग क्लास में नौवें स्थान पर रहा और फ़िनलैंड उसी प्रतियोगिता में काटजा सरीनन के साथ दसवें स्थान पर रहा.","इनमें नीदरलैंड शामिल हैं, कल सुपर-जी में महिलाओं की स्टैंडिंग क्लास में अन्ना जोकेमसेन नौवें स्थान पर रहे, और फिनलैंड, कट्जा सारीनन के साथ उसी कार्यक्रममें दसवें स्थान पर रहे।",mT5,Word_rplc,NP
